DATA,EXCEPTION,time,pitch,roll,yaw,airspeed,displayedAltitude,pressureAltitude,turnRate,verticalSpeed,lateralAcceleration,verticalAcceleration,angleOfAttack,
03035239+018+00013000000+0051+010-00+1099FA4AD901AE,ok,11032609,1.8000001,0.1,300.0,0.0,NaN,51.0,NaN,1.0,-0.0,1.0,0.98999995,
03035240+018+00013000000+0051+010-00+1099FA4AD901A6,ok,11032625,1.8000001,0.1,300.0,0.0,NaN,51.0,NaN,1.0,-0.0,1.0,0.98999995,
03035241+018+00013000000+0051+010-00+1099FA4AD901A7,ok,11032640,1.8000001,0.1,300.0,0.0,NaN,51.0,NaN,1.0,-0.0,1.0,0.98999995,
03035242+018+00013000000+0096+000-00+1099FA49FE01B6,ok,11032656,1.8000001,0.1,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035243+018+00013000000+0096+000-00+1099FA49FE01B7,ok,11032671,1.8000001,0.1,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035244+018+00013000000+0096+000-00+1099FA49FE01B8,ok,11032687,1.8000001,0.1,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035245+018+00013000000+0096+000-00+1099FA49FE01B9,ok,11032703,1.8000001,0.1,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035246+018+00013000000+0096+000-00+1099FA49FE01BA,ok,11032718,1.8000001,0.1,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035247+018+00013000000+0051+006-00+1099FA4AD901B2,ok,11032734,1.8000001,0.1,300.0,0.0,NaN,51.0,NaN,0.6,-0.0,1.0,0.98999995,
03035248+017+00013000000+0051+006-00+1099FA4AD901B2,ok,11032750,1.7,0.1,300.0,0.0,NaN,51.0,NaN,0.6,-0.0,1.0,0.98999995,
03035249+017+00013000000+0051+008-00+1099FA4AD901B5,ok,11032765,1.7,0.1,300.0,0.0,NaN,51.0,NaN,0.8,-0.0,1.0,0.98999995,
03035250+017+00013000000+0051+008-00+1099FA4AD901AD,ok,11032781,1.7,0.1,300.0,0.0,NaN,51.0,NaN,0.8,-0.0,1.0,0.98999995,
03035251+017+00013000000+0051+008-00+1099FA4AD901AE,ok,11032796,1.7,0.1,300.0,0.0,NaN,51.0,NaN,0.8,-0.0,1.0,0.98999995,
03035252+017+00013000000+0096+001-00+1099FA49FE01B7,ok,11032812,1.7,0.1,300.0,0.0,96.0,NaN,0.1,NaN,-0.0,1.0,0.98999995,
03035253+017+00023000000+0096+001-00+1099FA49FE01B9,ok,11032828,1.7,0.2,300.0,0.0,96.0,NaN,0.1,NaN,-0.0,1.0,0.98999995,
03035254+017+00013000000+0096+001-00+1099FA49FE01B9,ok,11032843,1.7,0.1,300.0,0.0,96.0,NaN,0.1,NaN,-0.0,1.0,0.98999995,
03035255+017+00013000000+0096+001-00+1099FA49FE01BA,ok,11032859,1.7,0.1,300.0,0.0,96.0,NaN,0.1,NaN,-0.0,1.0,0.98999995,
03035256+017+00013000000+0096+001-00+1099FA49FE01BB,ok,11032875,1.7,0.1,300.0,0.0,96.0,NaN,0.1,NaN,-0.0,1.0,0.98999995,
03035257+017+00013000000+0051+009-00+1099FA4AD901B5,ok,11032890,1.7,0.1,300.0,0.0,NaN,51.0,NaN,0.90000004,-0.0,1.0,0.98999995,
03035260+017+00013000000+0051+007+01+1099FA4AD901AC,ok,11032937,1.7,0.1,300.0,0.0,NaN,51.0,NaN,0.7,0.01,1.0,0.98999995,
03035261+017+00013000000+0051+007+01+1099FA4AD901AD,ok,11032953,1.7,0.1,300.0,0.0,NaN,51.0,NaN,0.7,0.01,1.0,0.98999995,
03035262+017+00013000000+0096+001+01+1099FA49FE01B7,ok,11032968,1.7,0.1,300.0,0.0,96.0,NaN,0.1,NaN,0.01,1.0,0.98999995,
03035263+017+00013000000+0096+001+01+1099FA49FE01B8,ok,11032984,1.7,0.1,300.0,0.0,96.0,NaN,0.1,NaN,0.01,1.0,0.98999995,
03035200+017+00013000000+0096+001+01+1099FA49FE01AF,ok,11032000,1.7,0.1,300.0,0.0,96.0,NaN,0.1,NaN,0.01,1.0,0.98999995,
03035201+017+00013000000+0096+001+01+1099FA49FE01B0,ok,11032015,1.7,0.1,300.0,0.0,96.0,NaN,0.1,NaN,0.01,1.0,0.98999995,
03035202+017+00013000000+0096+001+01+1099FA49FE01B1,ok,11032031,1.7,0.1,300.0,0.0,96.0,NaN,0.1,NaN,0.01,1.0,0.98999995,
03035203+017+00013000000+0051+008+01+1099FA4AD901AA,ok,11032046,1.7,0.1,300.0,0.0,NaN,51.0,NaN,0.8,0.01,1.0,0.98999995,
03035304+017+00013000000+0051+008+01+1099FA4AD901AC,ok,11033062,1.7,0.1,300.0,0.0,NaN,51.0,NaN,0.8,0.01,1.0,0.98999995,
03035305+017+00013000000+0051+009+01+1099FA4AD901AE,ok,11033078,1.7,0.1,300.0,0.0,NaN,51.0,NaN,0.90000004,0.01,1.0,0.98999995,
03035306+017+00013000000+0051+009+01+1099FA4AD901AF,ok,11033093,1.7,0.1,300.0,0.0,NaN,51.0,NaN,0.90000004,0.01,1.0,0.98999995,
03035307+018+00013000000+0051+009-00+1099FA4AD901B2,ok,11033109,1.8000001,0.1,300.0,0.0,NaN,51.0,NaN,0.90000004,-0.0,1.0,0.98999995,
03035308+018+00013000000+0096+001-00+1099FA49FE01BA,ok,11033125,1.8000001,0.1,300.0,0.0,96.0,NaN,0.1,NaN,-0.0,1.0,0.98999995,
03035309+018+00013000000+0096+000-00+1099FA49FE01BA,ok,11033140,1.8000001,0.1,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035310+018+00013000000+0096+000-00+1099FA49FE01B2,ok,11033156,1.8000001,0.1,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035311+018+00013000000+0096+000-00+1099FA49FE01B3,ok,11033171,1.8000001,0.1,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035312+018+00013000000+0096+000-00+1099FA49FE01B4,ok,11033187,1.8000001,0.1,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035313+018+00013000000+0051+009-00+1099FA4AD901AF,ok,11033203,1.8000001,0.1,300.0,0.0,NaN,51.0,NaN,0.90000004,-0.0,1.0,0.98999995,
03035314+018+00023000000+0051+009-00+1099FA4AD901B1,ok,11033218,1.8000001,0.2,300.0,0.0,NaN,51.0,NaN,0.90000004,-0.0,1.0,0.98999995,
03035315+018+00023000000+0051+011-00+1099FA4AD901AB,ok,11033234,1.8000001,0.2,300.0,0.0,NaN,51.0,NaN,1.1,-0.0,1.0,0.98999995,
03035316+018+00023000000+0051+011-00+1099FA4AD901AC,ok,11033250,1.8000001,0.2,300.0,0.0,NaN,51.0,NaN,1.1,-0.0,1.0,0.98999995,
03035317+018+00023000000+0051+011-00+1099FA4AD901AD,ok,11033265,1.8000001,0.2,300.0,0.0,NaN,51.0,NaN,1.1,-0.0,1.0,0.98999995,
03035318+018+00023000000+0096+000-00+1099FA49FE01BB,ok,11033281,1.8000001,0.2,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035319+018+00023000000+0096+000-00+1099FA49FE01BC,ok,11033296,1.8000001,0.2,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035320+018+00023000000+0096+000+01+1099FA49FE01B3,ok,11033312,1.8000001,0.2,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03035321+018+00023000000+0096+000+01+1099FA49FE01B4,ok,11033328,1.8000001,0.2,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03035322+018+00023000000+0096+000+01+1099FA49FE01B5,ok,11033343,1.8000001,0.2,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03035323+018+00023000000+0051+010+01+1099FA4AD901A8,ok,11033359,1.8000001,0.2,300.0,0.0,NaN,51.0,NaN,1.0,0.01,1.0,0.98999995,
03035324+018+00023000000+0051+010+01+1099FA4AD901A9,ok,11033375,1.8000001,0.2,300.0,0.0,NaN,51.0,NaN,1.0,0.01,1.0,0.98999995,
03035325+018+00023000000+0051+009+01+1099FA4AD901B2,ok,11033390,1.8000001,0.2,300.0,0.0,NaN,51.0,NaN,0.90000004,0.01,1.0,0.98999995,
03035326+018+00023000000+0051+009+01+1099FA4AD901B3,ok,11033406,1.8000001,0.2,300.0,0.0,NaN,51.0,NaN,0.90000004,0.01,1.0,0.98999995,
03035327+018+00023000000+0051+009+01+1099FA4AD901B4,ok,11033421,1.8000001,0.2,300.0,0.0,NaN,51.0,NaN,0.90000004,0.01,1.0,0.98999995,
03035328+018+00023000000+0096+000+01+1099FA49FE01BB,ok,11033437,1.8000001,0.2,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03035329+018+00023000000+0096+000+01+1099FA49FE01BC,ok,11033453,1.8000001,0.2,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03035330+018+00023000000+0096+000-00+1099FA49FE01B5,ok,11033468,1.8000001,0.2,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035331+018+00023000000+0096+000-00+1099FA49FE01B6,ok,11033484,1.8000001,0.2,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035332+018+00023000000+0096+000-00+1099FA49FE01B7,ok,11033500,1.8000001,0.2,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035333+018+00023000000+0051+007-00+1099FA4AD901B0,ok,11033515,1.8000001,0.2,300.0,0.0,NaN,51.0,NaN,0.7,-0.0,1.0,0.98999995,
03035334+018+00023000000+0051+007-00+1099FA4AD901B1,ok,11033531,1.8000001,0.2,300.0,0.0,NaN,51.0,NaN,0.7,-0.0,1.0,0.98999995,
03035335+018+00023000000+0051+005-00+1099FA4AD901B0,ok,11033546,1.8000001,0.2,300.0,0.0,NaN,51.0,NaN,0.5,-0.0,1.0,0.98999995,
03035336+018+00023000000+0051+005-00+1099FA4AD901B1,ok,11033562,1.8000001,0.2,300.0,0.0,NaN,51.0,NaN,0.5,-0.0,1.0,0.98999995,
03035337+018+00023000000+0051+005-00+1099FA4AD901B2,ok,11033578,1.8000001,0.2,300.0,0.0,NaN,51.0,NaN,0.5,-0.0,1.0,0.98999995,
03035338+018+00023000000+0096+000-00+1099FA49FE01BD,ok,11033593,1.8000001,0.2,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035339+018+00023000000+0096+000-00+1099FA49FE01BE,ok,11033609,1.8000001,0.2,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035340+018+00023000000+0096+000-00+1099FA49FE01B6,ok,11033625,1.8000001,0.2,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035341+017+00023000000+0096+000-00+1099FA49FE01B6,ok,11033640,1.7,0.2,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035342+017+00023000000+0096+000-00+1099FA49FE01B7,ok,11033656,1.7,0.2,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035343+017+00023000000+0051+003-00+1099FA4AD901AC,ok,11033671,1.7,0.2,300.0,0.0,NaN,51.0,NaN,0.3,-0.0,1.0,0.98999995,
03035344+017+00023000000+0051+003-00+1099FA4AD901AD,ok,11033687,1.7,0.2,300.0,0.0,NaN,51.0,NaN,0.3,-0.0,1.0,0.98999995,
03035345+017+00023000000+0051+004-00+1099FA4AD901AF,ok,11033703,1.7,0.2,300.0,0.0,NaN,51.0,NaN,0.4,-0.0,1.0,0.98999995,
03035346+017+00023000000+0051+004-00+1099FA4AD901B0,ok,11033718,1.7,0.2,300.0,0.0,NaN,51.0,NaN,0.4,-0.0,1.0,0.98999995,
03035347+017+00023000000+0051+004-00+1099FA4AD901B1,ok,11033734,1.7,0.2,300.0,0.0,NaN,51.0,NaN,0.4,-0.0,1.0,0.98999995,
03035348+017+00023000000+0096+000-00+1099FA49FE01BD,ok,11033750,1.7,0.2,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035349+017+00023000000+0096+000-00+1099FA49FE01BE,ok,11033765,1.7,0.2,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035350+017+00023000000+0096+000-00+1099FA49FE01B6,ok,11033781,1.7,0.2,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035351+017+00023000000+0096+000-00+1099FA49FE01B7,ok,11033796,1.7,0.2,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035352+017+00033000000+0096+000-00+1099FA49FE01B9,ok,11033812,1.7,0.3,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035353+017+00023000000+0051-002-00+1099FA4AD901AE,ok,11033828,1.7,0.2,300.0,0.0,NaN,51.0,NaN,-0.2,-0.0,1.0,0.98999995,
03035354+017+00023000000+0051-002-00+1099FA4AD901AF,ok,11033843,1.7,0.2,300.0,0.0,NaN,51.0,NaN,-0.2,-0.0,1.0,0.98999995,
03035355+017+00023000000+0051-002-00+1099FA4AD901B0,ok,11033859,1.7,0.2,300.0,0.0,NaN,51.0,NaN,-0.2,-0.0,1.0,0.98999995,
03035356+017+00023000000+0051-002-00+1099FA4AD901B1,ok,11033875,1.7,0.2,300.0,0.0,NaN,51.0,NaN,-0.2,-0.0,1.0,0.98999995,
03035357+017+00023000000+0051-002-00+1099FA4AD901B2,ok,11033890,1.7,0.2,300.0,0.0,NaN,51.0,NaN,-0.2,-0.0,1.0,0.98999995,
03035358+017+00023000000+0096+000+01+1099FA49FE01BD,ok,11033906,1.7,0.2,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03035359+017+00023000000+0096+000+01+1099FA49FE01BE,ok,11033921,1.7,0.2,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03035360+017+00023000000+0096+000+01+1099FA49FE01B6,ok,11033937,1.7,0.2,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03035361+017+00023000000+0096+000+01+1099FA49FE01B7,ok,11033953,1.7,0.2,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03035362+017+00023000000+0096+000+01+1099FA49FE01B8,ok,11033968,1.7,0.2,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03035363+017+00023000000+0051+001+01+1099FA4AD901AB,ok,11033984,1.7,0.2,300.0,0.0,NaN,51.0,NaN,0.1,0.01,1.0,0.98999995,
03035300+017+00023000000+0051+001+01+1099FA4AD901A2,ok,11033000,1.7,0.2,300.0,0.0,NaN,51.0,NaN,0.1,0.01,1.0,0.98999995,
03035301+017+00023000000+0051+001+01+1099FA4AD901A3,ok,11033015,1.7,0.2,300.0,0.0,NaN,51.0,NaN,0.1,0.01,1.0,0.98999995,
03035302+017+00023000000+0051+001+01+1099FA4AD901A4,ok,11033031,1.7,0.2,300.0,0.0,NaN,51.0,NaN,0.1,0.01,1.0,0.98999995,
03035303+017+00023000000+0051+001+01+1099FA4AD901A5,ok,11033046,1.7,0.2,300.0,0.0,NaN,51.0,NaN,0.1,0.01,1.0,0.98999995,
03035304+017+00023000000+0096+000+01+1099FA49FE01B4,ok,11033062,1.7,0.2,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03035405+017+00023000000+0096+000+01+1099FA49FE01B6,ok,11034078,1.7,0.2,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03035406+017+00023000000+0096+000+01+1099FA49FE01B7,ok,11034093,1.7,0.2,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03035407+017+00023000000+0096+000+01+1099FA49FE01B8,ok,11034109,1.7,0.2,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03035408+017+00023000000+0096+000+01+1099FA49FE01B9,ok,11034125,1.7,0.2,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03035409+017+00023000000+0051+003-00+1099FA4AD901AF,ok,11034140,1.7,0.2,300.0,0.0,NaN,51.0,NaN,0.3,-0.0,1.0,0.98999995,
03035410+017+00023000000+0051+003-00+1099FA4AD901A7,ok,11034156,1.7,0.2,300.0,0.0,NaN,51.0,NaN,0.3,-0.0,1.0,0.98999995,
03035411+017+00023000000+0051+001-00+1099FA4AD901A6,ok,11034171,1.7,0.2,300.0,0.0,NaN,51.0,NaN,0.1,-0.0,1.0,0.98999995,
03035412+018+00023000000+0051+001-00+1099FA4AD901A8,ok,11034187,1.8000001,0.2,300.0,0.0,NaN,51.0,NaN,0.1,-0.0,1.0,0.98999995,
03035413+018+00023000000+0051+001-00+1099FA4AD901A9,ok,11034203,1.8000001,0.2,300.0,0.0,NaN,51.0,NaN,0.1,-0.0,1.0,0.98999995,
03035414+018+00023000000+0096+000-00+1099FA49FE01B8,ok,11034218,1.8000001,0.2,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035415+018+00023000000+0096+000-00+1099FA49FE01B9,ok,11034234,1.8000001,0.2,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035416+018+00023000000+0096+000-00+1099FA49FE01BA,ok,11034250,1.8000001,0.2,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035417+018+00023000000+0096+000-00+1099FA49FE01BB,ok,11034265,1.8000001,0.2,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035418+018+00023000000+0096+000-00+1099FA49FE01BC,ok,11034281,1.8000001,0.2,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035419+018+00023000000+0051+001-00+1099FA4AD901AF,ok,11034296,1.8000001,0.2,300.0,0.0,NaN,51.0,NaN,0.1,-0.0,1.0,0.98999995,
03035420+018+00023000000+0051+001-00+1099FA4AD901A7,ok,11034312,1.8000001,0.2,300.0,0.0,NaN,51.0,NaN,0.1,-0.0,1.0,0.98999995,
03035421+018+00023000000+0051+000-00+1099FA4AD901A7,ok,11034328,1.8000001,0.2,300.0,0.0,NaN,51.0,NaN,0.0,-0.0,1.0,0.98999995,
03035422+018+00023000000+0051+000-00+1099FA4AD901A8,ok,11034343,1.8000001,0.2,300.0,0.0,NaN,51.0,NaN,0.0,-0.0,1.0,0.98999995,
03035423+018+00023000000+0051+000-00+1099FA4AD901A9,ok,11034359,1.8000001,0.2,300.0,0.0,NaN,51.0,NaN,0.0,-0.0,1.0,0.98999995,
03035424+018+00023000000+0096+000-00+1099FA49FE01B9,ok,11034375,1.8000001,0.2,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035425+018+00023000000+0096+000-00+1099FA49FE01BA,ok,11034390,1.8000001,0.2,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035426+018+00023000000+0096+000-00+1099FA49FE01BB,ok,11034406,1.8000001,0.2,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035427+018+00023000000+0096+000-00+1099FA49FE01BC,ok,11034421,1.8000001,0.2,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035428+018+00023000000+0096+000-00+1099FA49FE01BD,ok,11034437,1.8000001,0.2,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035429+018+00023000000+0051-001-00+1099FA4AD901B2,ok,11034453,1.8000001,0.2,300.0,0.0,NaN,51.0,NaN,-0.1,-0.0,1.0,0.98999995,
03035430+018+00023000000+0051-001-00+1099FA4AD901AA,ok,11034468,1.8000001,0.2,300.0,0.0,NaN,51.0,NaN,-0.1,-0.0,1.0,0.98999995,
03035431+018+00023000000+0051+002-00+1099FA4AD901AA,ok,11034484,1.8000001,0.2,300.0,0.0,NaN,51.0,NaN,0.2,-0.0,1.0,0.98999995,
03035432+018+00023000000+0051+002-00+1099FA4AD901AB,ok,11034500,1.8000001,0.2,300.0,0.0,NaN,51.0,NaN,0.2,-0.0,1.0,0.98999995,
03035433+017+00023000000+0051+002-00+1099FA4AD901AB,ok,11034515,1.7,0.2,300.0,0.0,NaN,51.0,NaN,0.2,-0.0,1.0,0.98999995,
03035434+018+00023000000+0096+000-00+1099FA49FE01BA,ok,11034531,1.8000001,0.2,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035435+017+00023000000+0096+000-00+1099FA49FE01BA,ok,11034546,1.7,0.2,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035436+017+00023000000+0096+000-00+1099FA49FE01BB,ok,11034562,1.7,0.2,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035437+017+00023000000+0096+000-00+1099FA49FE01BC,ok,11034578,1.7,0.2,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035438+017+00023000000+0096+000-00+1099FA49FE01BD,ok,11034593,1.7,0.2,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035439+017+00023000000+0051+004-00+1099FA4AD901B3,ok,11034609,1.7,0.2,300.0,0.0,NaN,51.0,NaN,0.4,-0.0,1.0,0.98999995,
03035440+017+00023000000+0051+004-00+1099FA4AD901AB,ok,11034625,1.7,0.2,300.0,0.0,NaN,51.0,NaN,0.4,-0.0,1.0,0.98999995,
03035441+017+00023000000+0051+005-00+1099FA4AD901AD,ok,11034640,1.7,0.2,300.0,0.0,NaN,51.0,NaN,0.5,-0.0,1.0,0.98999995,
03035442+017+00013000000+0051+005-00+1099FA4AD901AD,ok,11034656,1.7,0.1,300.0,0.0,NaN,51.0,NaN,0.5,-0.0,1.0,0.98999995,
03035443+017+00013000000+0051+005+01+1099FA4AD901AD,ok,11034671,1.7,0.1,300.0,0.0,NaN,51.0,NaN,0.5,0.01,1.0,0.98999995,
03035444+017+00013000000+0096+001+01+1099FA49FE01B9,ok,11034687,1.7,0.1,300.0,0.0,96.0,NaN,0.1,NaN,0.01,1.0,0.98999995,
03035445+017+00013000000+0096+001-00+1099FA49FE01BB,ok,11034703,1.7,0.1,300.0,0.0,96.0,NaN,0.1,NaN,-0.0,1.0,0.98999995,
03035446+017+00013000000+0096+001-00+1099FA49FE01BC,ok,11034718,1.7,0.1,300.0,0.0,96.0,NaN,0.1,NaN,-0.0,1.0,0.98999995,
03035447+018+00013000000+0096+001-00+1099FA49FE01BE,ok,11034734,1.8000001,0.1,300.0,0.0,96.0,NaN,0.1,NaN,-0.0,1.0,0.98999995,
03035448+018+00013000000+0096+000-00+1099FA49FE01BE,ok,11034750,1.8000001,0.1,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035449+018+00013000000+0051+004-00+1099FA4AD901B4,ok,11034765,1.8000001,0.1,300.0,0.0,NaN,51.0,NaN,0.4,-0.0,1.0,0.98999995,
03035450+018+00013000000+0051+004-00+1099FA4AD901AC,ok,11034781,1.8000001,0.1,300.0,0.0,NaN,51.0,NaN,0.4,-0.0,1.0,0.98999995,
03035451+018+00013000000+0051-001-00+1099FA4AD901AC,ok,11034796,1.8000001,0.1,300.0,0.0,NaN,51.0,NaN,-0.1,-0.0,1.0,0.98999995,
03035452+018+00013000000+0051-001-00+1099FA4AD901AD,ok,11034812,1.8000001,0.1,300.0,0.0,NaN,51.0,NaN,-0.1,-0.0,1.0,0.98999995,
03035453+018+00013000000+0051-001-00+1099FA4AD901AE,ok,11034828,1.8000001,0.1,300.0,0.0,NaN,51.0,NaN,-0.1,-0.0,1.0,0.98999995,
03035454+018+00013000000+0096+000-00+1099FA49FE01BB,ok,11034843,1.8000001,0.1,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035455+018+00023000000+0096+000-00+1099FA49FE01BD,ok,11034859,1.8000001,0.2,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035456+018+00013000000+0096+000-00+1099FA49FE01BD,ok,11034875,1.8000001,0.1,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035457+018+00013000000+0096+000-00+1099FA49FE01BE,ok,11034890,1.8000001,0.1,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035458+018+00023000000+0096+000-00+1099FA49FE01C0,ok,11034906,1.8000001,0.2,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035459+018+00023000000+0051+002-00+1099FA4AD901B4,ok,11034921,1.8000001,0.2,300.0,0.0,NaN,51.0,NaN,0.2,-0.0,1.0,0.98999995,
03035460+018+00023000000+0051+002-00+1099FA4AD901A0,java.lang.RuntimeException: Expected <AC> not equal to actual <A0>,X,X,X,X,X,X,X,X,X,X,X,X,
03035462+018+00023000000+0051+001-00+1099FA4AD901AD,ok,11034968,1.8000001,0.2,300.0,0.0,NaN,51.0,NaN,0.1,-0.0,1.0,0.98999995,
03035463+018+00013000000+0051+001-00+1099FA4AD901AD,ok,11034984,1.8000001,0.1,300.0,0.0,NaN,51.0,NaN,0.1,-0.0,1.0,0.98999995,
03035400+018+00013000000+0096+000-00+1099FA49FE01B2,ok,11034000,1.8000001,0.1,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035401+018+00013000000+0096+000-00+1099FA49FE01B3,ok,11034015,1.8000001,0.1,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035402+018+00013000000+0096+000-00+1099FA49FE01B4,ok,11034031,1.8000001,0.1,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035403+018+00013000000+0096+000-00+1099FA49FE01B5,ok,11034046,1.8000001,0.1,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035404+017+00013000000+0096+000-00+1099FA49FE01B5,ok,11034062,1.7,0.1,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03035405+017+00013000000+0051+000+01+1099FA4AD901A6,ok,11034078,1.7,0.1,300.0,0.0,NaN,51.0,NaN,0.0,0.01,1.0,0.98999995,
03035506+017+00013000000+0051+000+01+1099FA4AD901A8,ok,11035093,1.7,0.1,300.0,0.0,NaN,51.0,NaN,0.0,0.01,1.0,0.98999995,
03035507+017+00013000000+0051+001+01+1099FA4AD901AA,ok,11035109,1.7,0.1,300.0,0.0,NaN,51.0,NaN,0.1,0.01,1.0,0.98999995,
03035508+017+00013000000+0051+001+01+1099FA4AD901AB,ok,11035125,1.7,0.1,300.0,0.0,NaN,51.0,NaN,0.1,0.01,1.0,0.98999995,
03035509+017+00013000000+0051+001+01+1099FA4AD901AC,ok,11035140,1.7,0.1,300.0,0.0,NaN,51.0,NaN,0.1,0.01,1.0,0.98999995,
03035510+017+00013000000+0096+000+01+1099FA49FE01B2,ok,11035156,1.7,0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03035511+017+00013000000+0096+000+01+1099FA49FE01B3,ok,11035171,1.7,0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03035512+017+00013000000+0096+000+01+1099FA49FE01B4,ok,11035187,1.7,0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
