DATA,EXCEPTION,time,pitch,roll,yaw,airspeed,displayedAltitude,pressureAltitude,turnRate,verticalSpeed,lateralAcceleration,verticalAcceleration,angleOfAttack,
03034513+013+00003000000+0051-002+01+1099FA4AD901A4,ok,11025203,1.3000001,0.0,300.0,0.0,NaN,51.0,NaN,-0.2,0.01,1.0,0.98999995,
03034514+013+00003000000+0051-002+01+1099FA4AD901A5,ok,11025218,1.3000001,0.0,300.0,0.0,NaN,51.0,NaN,-0.2,0.01,1.0,0.98999995,
03034515+013+00003000000+0051-003+01+1099FA4AD901A7,ok,11025234,1.3000001,0.0,300.0,0.0,NaN,51.0,NaN,-0.3,0.01,1.0,0.98999995,
03034516+013+00003000000+0051-003+01+1099FA4AD901A8,ok,11025250,1.3000001,0.0,300.0,0.0,NaN,51.0,NaN,-0.3,0.01,1.0,0.98999995,
03034517+013+00003000000+0051-003+01+1099FA4AD901A9,ok,11025265,1.3000001,0.0,300.0,0.0,NaN,51.0,NaN,-0.3,0.01,1.0,0.98999995,
03034518+013+00003000000+0096+000+01+1099FA49FE01B4,ok,11025281,1.3000001,0.0,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034519+013+00003000000+0096+000+01+1099FA49FE01B5,ok,11025296,1.3000001,0.0,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034520+013+00003000000+0096+000+01+1099FA49FE01AD,ok,11025312,1.3000001,0.0,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034521+013+00003000000+0096+000+01+1099FA49FE01AE,ok,11025328,1.3000001,0.0,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034522+013+00003000000+0096+000+01+1099FA49FE01AF,ok,11025343,1.3000001,0.0,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034523+013+00003000000+0051-001+01+1099FA4AD901A4,ok,11025359,1.3000001,0.0,300.0,0.0,NaN,51.0,NaN,-0.1,0.01,1.0,0.98999995,
03034524+013+00003000000+0051-001+01+1099FA4AD901A5,ok,11025375,1.3000001,0.0,300.0,0.0,NaN,51.0,NaN,-0.1,0.01,1.0,0.98999995,
03034525+013+00003000000+0051+000+01+1099FA4AD901A3,ok,11025390,1.3000001,0.0,300.0,0.0,NaN,51.0,NaN,0.0,0.01,1.0,0.98999995,
03034526+013+00003000000+0051+000+01+1099FA4AD901A4,ok,11025406,1.3000001,0.0,300.0,0.0,NaN,51.0,NaN,0.0,0.01,1.0,0.98999995,
03034527+013+00003000000+0051+000+01+1099FA4AD901A5,ok,11025421,1.3000001,0.0,300.0,0.0,NaN,51.0,NaN,0.0,0.01,1.0,0.98999995,
03034528+013+00003000000+0096+000+01+1099FA49FE01B5,ok,11025437,1.3000001,0.0,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034529+013+00003000000+0096+000+01+1099FA49FE01B6,ok,11025453,1.3000001,0.0,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034530+013+00003000000+0096+000+01+1099FA49FE01AE,ok,11025468,1.3000001,0.0,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034531+013+00003000000+0096+000+01+1099FA49FE01AF,ok,11025484,1.3000001,0.0,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034532+013+00003000000+0096+000+01+1099FA49FE01B0,ok,11025500,1.3000001,0.0,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034533+013+00003000000+0051-002+01+1099FA4AD901A6,ok,11025515,1.3000001,0.0,300.0,0.0,NaN,51.0,NaN,-0.2,0.01,1.0,0.98999995,
03034534+013+00003000000+0051-002+01+1099FA4AD901A7,ok,11025531,1.3000001,0.0,300.0,0.0,NaN,51.0,NaN,-0.2,0.01,1.0,0.98999995,
03034535+013+00003000000+0051+000+01+1099FA4AD901A4,ok,11025546,1.3000001,0.0,300.0,0.0,NaN,51.0,NaN,0.0,0.01,1.0,0.98999995,
03034536+013+00003000000+0051+000+01+1099FA4AD901A5,ok,11025562,1.3000001,0.0,300.0,0.0,NaN,51.0,NaN,0.0,0.01,1.0,0.98999995,
03034537+013+00003000000+0051+000+01+1099FA4AD901A6,ok,11025578,1.3000001,0.0,300.0,0.0,NaN,51.0,NaN,0.0,0.01,1.0,0.98999995,
03034538+013+00003000000+0096+000+01+1099FA49FE01B6,ok,11025593,1.3000001,0.0,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034539+013+00003000000+0096+001+01+1099FA49FE01B8,ok,11025609,1.3000001,0.0,300.0,0.0,96.0,NaN,0.1,NaN,0.01,1.0,0.98999995,
03034540+013+00003000000+0096+001+01+1099FA49FE01B0,ok,11025625,1.3000001,0.0,300.0,0.0,96.0,NaN,0.1,NaN,0.01,1.0,0.98999995,
03034541+013+00003000000+0096+001+01+1099FA49FE01B1,ok,11025640,1.3000001,0.0,300.0,0.0,96.0,NaN,0.1,NaN,0.01,1.0,0.98999995,
03034542+013+00003000000+0096+001+01+1099FA49FE01B2,ok,11025656,1.3000001,0.0,300.0,0.0,96.0,NaN,0.1,NaN,0.01,1.0,0.98999995,
03034543+013+00003000000+0051+004+01+1099FA4AD901A7,ok,11025671,1.3000001,0.0,300.0,0.0,NaN,51.0,NaN,0.4,0.01,1.0,0.98999995,
03034544+013+00003000000+0051+004+01+1099FA4AD901A8,ok,11025687,1.3000001,0.0,300.0,0.0,NaN,51.0,NaN,0.4,0.01,1.0,0.98999995,
03034545+013+00003000000+0051+001+01+1099FA4AD901A6,ok,11025703,1.3000001,0.0,300.0,0.0,NaN,51.0,NaN,0.1,0.01,1.0,0.98999995,
03034546+013+00003000000+0051+001+01+1099FA4AD901A7,ok,11025718,1.3000001,0.0,300.0,0.0,NaN,51.0,NaN,0.1,0.01,1.0,0.98999995,
03034547+013+00003000000+0051+001+01+1099FA4AD901A8,ok,11025734,1.3000001,0.0,300.0,0.0,NaN,51.0,NaN,0.1,0.01,1.0,0.98999995,
03034548+013-00013000000+0096+001+01+1099FA49FE01BB,ok,11025750,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.1,NaN,0.01,1.0,0.98999995,
03034549+013+00003000000+0096+001+01+1099FA49FE01B9,ok,11025765,1.3000001,0.0,300.0,0.0,96.0,NaN,0.1,NaN,0.01,1.0,0.98999995,
03034550+013+00003000000+0096+001+01+1099FA49FE01B1,ok,11025781,1.3000001,0.0,300.0,0.0,96.0,NaN,0.1,NaN,0.01,1.0,0.98999995,
03034553+013-00013000000+0051+001+01+1099FA4AD901A8,ok,11025828,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.1,0.01,1.0,0.98999995,
03034554+013-00013000000+0051+001+01+1099FA4AD901A9,ok,11025843,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.1,0.01,1.0,0.98999995,
03034555+013-00013000000+0051+002+01+1099FA4AD901AB,ok,11025859,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.2,0.01,1.0,0.98999995,
03034556+013-00013000000+0051+002+01+1099FA4AD901AC,ok,11025875,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.2,0.01,1.0,0.98999995,
03034557+013-00013000000+0051+002+01+1099FA4AD901AD,ok,11025890,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.2,0.01,1.0,0.98999995,
03034558+013-00013000000+0096+000+01+1099FA49FE01BB,ok,11025906,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034559+013-00013000000+0096+000+01+1099FA49FE01BC,ok,11025921,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034560+013-00013000000+0096+000+01+1099FA49FE01B4,ok,11025937,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034561+013-00013000000+0096+000+01+1099FA49FE01B5,ok,11025953,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034562+013-00013000000+0096+001+01+1099FA49FE01B7,ok,11025968,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.1,NaN,0.01,1.0,0.98999995,
03034563+013-00013000000+0051-002+01+1099FA4AD901AC,ok,11025984,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,-0.2,0.01,1.0,0.98999995,
03034500+013-00013000000+0051-002+01+1099FA4AD901A3,ok,11025000,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,-0.2,0.01,1.0,0.98999995,
03034501+013-00013000000+0051-003+01+1099FA4AD901A5,ok,11025015,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,-0.3,0.01,1.0,0.98999995,
03034502+013-00013000000+0051-003+01+1099FA4AD901A6,ok,11025031,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,-0.3,0.01,1.0,0.98999995,
03034503+013-00013000000+0051-003+01+1099FA4AD901A7,ok,11025046,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,-0.3,0.01,1.0,0.98999995,
03034504+013-00013000000+0096+001+01+1099FA49FE01B3,ok,11025062,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.1,NaN,0.01,1.0,0.98999995,
03034605+013-00013000000+0096+000+01+1099FA49FE01B4,ok,11026078,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034606+013-00013000000+0096+000+01+1099FA49FE01B5,ok,11026093,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034607+013-00013000000+0096+000+01+1099FA49FE01B6,ok,11026109,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034608+013-00013000000+0096+000+01+1099FA49FE01B7,ok,11026125,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034609+013-00013000000+0051-001+01+1099FA4AD901AC,ok,11026140,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,-0.1,0.01,1.0,0.98999995,
03034610+013-00013000000+0051-001+01+1099FA4AD901A4,ok,11026156,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,-0.1,0.01,1.0,0.98999995,
03034611+013-00013000000+0051-003+01+1099FA4AD901A7,ok,11026171,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,-0.3,0.01,1.0,0.98999995,
03034612+013-00013000000+0051-003+01+1099FA4AD901A8,ok,11026187,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,-0.3,0.01,1.0,0.98999995,
03034613+013-00013000000+0051-003+01+1099FA4AD901A9,ok,11026203,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,-0.3,0.01,1.0,0.98999995,
03034614+013-00013000000+0096+000+01+1099FA49FE01B4,ok,11026218,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034615+013-00013000000+0096+000+01+1099FA49FE01B5,ok,11026234,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034616+013-00013000000+0096+000+01+1099FA49FE01B6,ok,11026250,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034617+013-00013000000+0096+000+01+1099FA49FE01B7,ok,11026265,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034618+013-00013000000+0096+000+01+1099FA49FE01B8,ok,11026281,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034619+013-00013000000+0051-003+01+1099FA4AD901AF,ok,11026296,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,-0.3,0.01,1.0,0.98999995,
03034620+013-00013000000+0051-003+01+1099FA4AD901A7,ok,11026312,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,-0.3,0.01,1.0,0.98999995,
03034621+013-00013000000+0051-001+01+1099FA4AD901A6,ok,11026328,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,-0.1,0.01,1.0,0.98999995,
03034622+013-00013000000+0051-001+01+1099FA4AD901A7,ok,11026343,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,-0.1,0.01,1.0,0.98999995,
03034623+013-00013000000+0051-001+01+1099FA4AD901A8,ok,11026359,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,-0.1,0.01,1.0,0.98999995,
03034624+013-00013000000+0096+000+01+1099FA49FE01B5,ok,11026375,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034625+013-00013000000+0096+000+01+1099FA49FE01B6,ok,11026390,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034626+013-00013000000+0096+000+01+1099FA49FE01B7,ok,11026406,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034627+013-00013000000+0096+000+01+1099FA49FE01B8,ok,11026421,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034628+013-00013000000+0096+000+01+1099FA49FE01B9,ok,11026437,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034629+013-00013000000+0051+001+01+1099FA4AD901AC,ok,11026453,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.1,0.01,1.0,0.98999995,
03034630+013-00013000000+0051+001+01+1099FA4AD901A4,ok,11026468,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.1,0.01,1.0,0.98999995,
03034631+013-00013000000+0051+000+01+1099FA4AD901A4,ok,11026484,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.0,0.01,1.0,0.98999995,
03034632+013-00013000000+0051+000+01+1099FA4AD901A5,ok,11026500,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.0,0.01,1.0,0.98999995,
03034633+013-00013000000+0051+000+01+1099FA4AD901A6,ok,11026515,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.0,0.01,1.0,0.98999995,
03034634+013-00013000000+0096+000+01+1099FA49FE01B6,ok,11026531,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034635+013-00013000000+0096+000+01+1099FA49FE01B7,ok,11026546,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034636+013-00013000000+0096+000+01+1099FA49FE01B8,ok,11026562,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034637+013-00013000000+0096+000+01+1099FA49FE01B9,ok,11026578,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034638+013-00013000000+0096+000+01+1099FA49FE01BA,ok,11026593,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034639+013-00013000000+0051+000+01+1099FA4AD901AC,ok,11026609,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.0,0.01,1.0,0.98999995,
03034640+013-00013000000+0051+000+01+1099FA4AD901A4,ok,11026625,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.0,0.01,1.0,0.98999995,
03034641+013-00013000000+0051-001+01+1099FA4AD901A8,ok,11026640,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,-0.1,0.01,1.0,0.98999995,
03034642+013-00013000000+0051-001+01+1099FA4AD901A9,ok,11026656,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,-0.1,0.01,1.0,0.98999995,
03034643+013-00013000000+0051-001+01+1099FA4AD901AA,ok,11026671,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,-0.1,0.01,1.0,0.98999995,
03034644+013-00013000000+0096+000+01+1099FA49FE01B7,ok,11026687,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034645+013-00013000000+0096+000+01+1099FA49FE01B8,ok,11026703,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034646+013-00013000000+0096+000+01+1099FA49FE01B9,ok,11026718,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034647+013-00013000000+0096+000+01+1099FA49FE01BA,ok,11026734,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034648+013-00013000000+0096+000+01+1099FA49FE01BB,ok,11026750,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034649+013-00013000000+0051-001+01+1099FA4AD901B0,ok,11026765,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,-0.1,0.01,1.0,0.98999995,
03034650+013-00013000000+0051-001+01+1099FA4AD901A8,ok,11026781,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,-0.1,0.01,1.0,0.98999995,
03034651+013-00013000000+0051-001+01+1099FA4AD901A9,ok,11026796,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,-0.1,0.01,1.0,0.98999995,
03034652+013-00013000000+0051-001+01+1099FA4AD901AA,ok,11026812,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,-0.1,0.01,1.0,0.98999995,
03034653+013-00013000000+0051+002+01+1099FA4AD901AA,ok,11026828,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.2,0.01,1.0,0.98999995,
03034654+013-00013000000+0051+002+01+1099FA4AD901AB,ok,11026843,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.2,0.01,1.0,0.98999995,
03034655+013-00013000000+0051+002+01+1099FA4AD901AC,ok,11026859,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.2,0.01,1.0,0.98999995,
03034656+013-00013000000+0096+000+01+1099FA49FE01BA,ok,11026875,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034657+013-00013000000+0096+000+01+1099FA49FE01BB,ok,11026890,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034658+013-00013000000+0096+000+01+1099FA49FE01BC,ok,11026906,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034659+013-00013000000+0096+000+01+1099FA49FE01BD,ok,11026921,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034660+013-00013000000+0096+000+01+1099FA49FE01B5,ok,11026937,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034661+013-00013000000+0051+005+01+1099FA4AD901AC,ok,11026953,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.5,0.01,1.0,0.98999995,
03034662+013-00013000000+0051+005+01+1099FA4AD901AD,ok,11026968,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.5,0.01,1.0,0.98999995,
03034663+013-00013000000+0051+000+01+1099FA4AD901A9,ok,11026984,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.0,0.01,1.0,0.98999995,
03034600+013-00013000000+0051+000+01+1099FA4AD901A0,ok,11026000,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.0,0.01,1.0,0.98999995,
03034601+013-00013000000+0051+000+01+1099FA4AD901A1,ok,11026015,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.0,0.01,1.0,0.98999995,
03034602+013-00013000000+0096+000+01+1099FA49FE01B1,ok,11026031,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034703+013-00013000000+0096+000+01+1099FA49FE01B3,ok,11027046,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034704+013-00013000000+0096+000+01+1099FA49FE01B4,ok,11027062,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034705+013-00013000000+0096+000+01+1099FA49FE01B5,ok,11027078,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034706+013-00013000000+0096+000+01+1099FA49FE01B6,ok,11027093,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034707+013-00013000000+0051-001+01+1099FA4AD901AB,ok,11027109,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,-0.1,0.01,1.0,0.98999995,
03034708+013-00013000000+0051-001+01+1099FA4AD901AC,ok,11027125,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,-0.1,0.01,1.0,0.98999995,
03034709+013-00013000000+0051+000+01+1099FA4AD901AA,ok,11027140,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.0,0.01,1.0,0.98999995,
03034710+013-00013000000+0051+000+01+1099FA4AD901A2,ok,11027156,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.0,0.01,1.0,0.98999995,
03034711+013-00013000000+0051+000+01+1099FA4AD901A3,ok,11027171,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.0,0.01,1.0,0.98999995,
03034712+013-00013000000+0096+000+01+1099FA49FE01B3,ok,11027187,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034713+013-00013000000+0096+000+01+1099FA49FE01B4,ok,11027203,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034714+013-00013000000+0096+000+01+1099FA49FE01B5,ok,11027218,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034715+013-00013000000+0096+000+01+1099FA49FE01B6,ok,11027234,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034716+013-00013000000+0096+000+01+1099FA49FE01B7,ok,11027250,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034717+013-00013000000+0051+000+01+1099FA4AD901A9,ok,11027265,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.0,0.01,1.0,0.98999995,
03034718+013-00013000000+0051+000+01+1099FA4AD901AA,ok,11027281,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.0,0.01,1.0,0.98999995,
03034719+013-00013000000+0051-001+01+1099FA4AD901AE,ok,11027296,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,-0.1,0.01,1.0,0.98999995,
03034720+013-00013000000+0051-001+01+1099FA4AD901A6,ok,11027312,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,-0.1,0.01,1.0,0.98999995,
03034721+013-00013000000+0051-001+01+1099FA4AD901A7,ok,11027328,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,-0.1,0.01,1.0,0.98999995,
03034722+013-00013000000+0096+000+01+1099FA49FE01B4,ok,11027343,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034724+013-00013000000+0096+000+01+1099FA49FE01B6,ok,11027375,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034725+013-00013000000+0096+000+01+1099FA49FE01B7,ok,11027390,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034726+013-00013000000+0096+000+01+1099FA49FE01B8,ok,11027406,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034727+013-00013000000+0051+003+01+1099FA4AD901AD,ok,11027421,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.3,0.01,1.0,0.98999995,
03034728+013-00013000000+0051+003+01+1099FA4AD901AE,ok,11027437,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.3,0.01,1.0,0.98999995,
03034729+013-00013000000+0051+005+01+1099FA4AD901B1,ok,11027453,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.5,0.01,1.0,0.98999995,
03034730+013-00013000000+0051+005+01+1099FA4AD901A9,ok,11027468,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.5,0.01,1.0,0.98999995,
03034731+013-00013000000+0051+005+01+1099FA4AD901AA,ok,11027484,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.5,0.01,1.0,0.98999995,
03034732+013-00013000000+0096+000+01+1099FA49FE01B5,ok,11027500,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034733+013-00013000000+0096+000+01+1099FA49FE01B6,ok,11027515,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034734+013-00013000000+0096+000+01+1099FA49FE01B7,ok,11027531,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034735+013-00013000000+0096+000+01+1099FA49FE01B8,ok,11027546,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034736+013-00013000000+0096+000+01+1099FA49FE01B9,ok,11027562,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034739+013-00013000000+0051+006+01+1099FA4AD901B3,ok,11027609,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.6,0.01,1.0,0.98999995,
03034740+013-00013000000+0051+006+01+1099FA4AD901AB,ok,11027625,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.6,0.01,1.0,0.98999995,
03034741+013-00013000000+0051+006+01+1099FA4AD901AC,ok,11027640,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.6,0.01,1.0,0.98999995,
03034742+013-00013000000+0096+000+01+1099FA49FE01B6,ok,11027656,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034743+013-00013000000+0096+000+01+1099FA49FE01B7,ok,11027671,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034744+013-00013000000+0096+000+01+1099FA49FE01B8,ok,11027687,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034745+013-00013000000+0096+000+01+1099FA49FE01B9,ok,11027703,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034746+013-00013000000+0096+000+01+1099FA49FE01BA,ok,11027718,1.3000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03034747+013-00013000000+0051+004+01+1099FA4AD901B0,ok,11027734,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.4,0.01,1.0,0.98999995,
03034748+013-00013000000+0051+004+01+1099FA4AD901B1,ok,11027750,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.4,0.01,1.0,0.98999995,
03034749+013-00013000000+0051+008+01+1099FA4AD901B6,ok,11027765,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.8,0.01,1.0,0.98999995,
03034750+013-00013000000+0051+008+01+1099FA4AD901AE,ok,11027781,1.3000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.8,0.01,1.0,0.98999995,
